hours,projects,years_review,tier,service_score,broke_down
5.118216247002567,8.0,0.998641150371796,3.732996401960464,0.09374018759543601,1
9.504636963259353,10.0,5.542896368236263,2.524220958891,0.5926927230396476,1
1.4415961271963373,1.0,7.86017176795126,4.345161062107966,0.8105077200110791,0
9.486494471372438,5.0,8.671494111268146,4.379627894551624,0.8069238093908835,1
3.1183145201048545,2.0,7.9402097446511934,4.875453494927125,0.390720802264089,0
4.233264489725757,9.0,9.440571167531907,0.43945364365261685,0.452506201899712,0
8.277025938204417,10.0,1.352128807585097,0.8072371259595288,0.8329317519201871,1
4.091991363691613,5.0,6.212521773000971,5.914032310885251,0.5748532100414313,0
5.495936876730595,8.0,5.419955398332139,5.955019089650318,0.297142887419544,1
0.27559113243068367,9.0,6.013750169117783,1.0139863032227332,0.8602833438262704,0
7.535131086748066,7.0,5.59151378196019,6.120515757228534,0.9721722675348786,1
5.381433132192782,1.0,7.256142241526437,7.599653234530102,0.8128666882287457,0
3.297317164990922,7.0,1.2792868240771722,7.591098061375741,0.6449212511048895,1
7.884287034284043,4.0,0.12776945706011134,4.49109513225021,0.908930792280012,1
3.03194829291645,4.0,5.24022470426599,1.1609346489399508,0.8924233039815173,1
4.534978894806515,8.0,7.062853597429923,6.239623895701723,0.40089279333154426,1
1.3404169724716475,4.0,5.0901639598342845,4.131166537685092,0.8915100628506638,0
4.031129864471293,10.0,6.17674279652142,7.239190347005986,0.6965506506209269,1
2.034552406761496,5.0,4.8106602995043275,4.310680770949396,0.3166314277220029,1
2.6231334044184953,5.0,9.753056082307463,1.6899167727159963,0.7863066087458274,0
7.503646726300525,4.0,9.721924647286638,0.9419628431060181,0.27752012205558907,0
2.8040875798603992,0.0,1.812724547089021,0.19130107914640693,0.0662706780482879,1
4.851909744316351,0.0,7.485525796575358,7.1411229392399855,0.1460803186230869,0
9.807371998012385,8.0,6.278792243731574,7.376709232242505,0.04787282935642578,1
9.616571936637868,1.0,0.6722565541788739,0.7538130904483058,0.06656072179927375,1
7.2478994077353365,7.0,1.0568878277957583,5.45446154917537,0.18951267578893816,1
5.412268555474342,7.0,9.769194249291063,2.3612398579221408,0.1145459610085584,0
2.768912040453708,1.0,8.591011561560729,6.990478758988993,0.4541455869132742,0
1.6065200877512686,3.0,1.893840680321131,7.729267575682875,0.15230132262609608,1
9.699254132161325,2.0,7.041613523704539,3.6045782365556276,0.7663557351674622,1
5.160685855478787,0.0,10.723028206342615,3.0727055077638283,0.6426880953255606,0
1.1586561247077032,5.0,6.278444127596398,7.2049554132261076,0.25666572556265044,1
6.234897555375004,10.0,7.215049492949388,2.2482229785526417,0.9308648519699637,1
7.76683114342298,1.0,8.123778976939745,7.144230459689391,0.09255239248753167,0
6.130033010530404,3.0,6.3537641277029095,7.6471453084733465,0.24464784089247305,1
9.172977047909027,10.0,10.55167006787743,1.7710759047967706,0.3687846737233331,0
0.3959287666420286,10.0,3.0635885788195902,3.1726367673526585,0.898185596025938,1
5.285892632600216,10.0,2.708089347861728,6.076417484185891,0.5604137669137534,1
4.593358828854037,0.0,1.2104230622238838,1.945287502427239,0.689672044591621,1
0.623495791498756,8.0,5.332875361039127,5.532652333355475,0.6664562055423203,1
6.41328169139375,1.0,3.9194239259497827,3.423305389206,0.8823060240582657,1
8.526328384806568,9.0,5.997727178430981,7.749987971949121,0.278887255776775,1
5.92941018104284,8.0,2.0958261257091237,6.873730770518733,0.7825996790433952,1
2.6009744773722323,3.0,5.767374228115521,7.567228670246127,0.04524405493156092,1
8.398815210314087,9.0,5.953230544252604,4.651058318972957,0.22433965772527176,1
5.094958815215094,1.0,3.66798982489298,6.037562239766059,0.41143750235099996,0
5.10888884466533,8.0,9.651691448603637,2.0422655916866193,0.3351150461502129,0
7.530302077021779,8.0,6.063875980432425,5.661222952300577,0.07995473319017865,1
1.4792203578495655,8.0,7.135305148954983,0.9615708224613861,0.9322265920476169,0
8.19626719119277,8.0,11.426887080083748,2.339554951489239,0.7205170483522597,1
6.832869060032571,4.0,10.52345891682598,5.392079095327741,0.4228964916352058,0
7.870969415548011,7.0,7.739677281869817,6.97730636069268,0.2991884650718357,1
1.9161625902013524,2.0,0.06364323041735087,1.456005152784912,0.08793579960317166,1
8.023641611345301,1.0,7.731507890587533,2.147180659230756,0.8282422507392804,0
1.9132392605720028,7.0,3.6590770483289083,0.7521715189055938,0.2630308237729819,1
0.8155261736351271,0.0,2.964171938735761,0.12966385180125517,0.9459995547785153,1
8.552269742870703,5.0,7.263105717575074,2.2002580774876934,0.2774748710102075,0
8.612834961776684,6.0,2.113447715668377,3.607444693347401,0.9858572364748017,1
8.765370964165806,9.0,8.831304900906577,0.36185059343071213,0.8292966879819066,1
4.719097193587903,1.0,9.31620741683697,1.1542753794411311,0.707858391737525,0
2.7404838861371825,4.0,1.6539941935050448,5.470333114010622,0.9838555537871881,1
0.07091828603166261,3.0,1.823596243489956,6.904642925974385,0.4804143764329242,1
6.457208955749478,2.0,11.103420934965623,0.32742169620867756,0.3502824047626253,0
7.199093835086931,5.0,0.36654505238808444,6.095470520408995,0.09420588167270316,1
8.355692165002742,8.0,9.577424429391904,2.4590667047292163,0.8637164473134756,0
2.8187782736454214,2.0,8.96298190957494,3.309772069764775,0.12418041152097714,0
2.152181671629736,4.0,8.439454705934201,7.656365030998376,0.07754891821177368,0
6.3933138006658785,10.0,0.4056286771574453,2.845888562969458,0.5811986737379304,1
8.050548331450097,4.0,11.30194060406881,1.5756000931601593,0.06961387125524832,0
9.636708728449708,3.0,2.4656208033962406,6.64972277096695,0.1499627357958644,1
1.5052483042117748,9.0,10.473693558529156,1.7421354888787413,0.3020052926665109,0
4.822123881993365,6.0,6.008875574531729,4.987545412789922,0.2694854303018006,0
8.947158621961735,5.0,3.9077511281967903,4.843157611439333,0.10214059750700555,1
4.227169069454373,10.0,2.0980100298955935,1.2812528359256294,0.49409023565894417,1
5.895020620840481,9.0,0.13772055875654265,6.341609960418819,0.3609801181708101,1
