0.000000000000000000e+00,2.309839176621467516e+01
1.098901098901098994e+00,2.529213738934070932e+01
2.197802197802197988e+00,2.390710909513231996e+01
3.296703296703296981e+00,2.663352554174622355e+01
4.395604395604395975e+00,3.158418936271134925e+01
5.494505494505494525e+00,3.434404051647580047e+01
6.593406593406593963e+00,3.305058852682464021e+01
7.692307692307693401e+00,3.843860155502346743e+01
8.791208791208791951e+00,3.927431811566477649e+01
9.890109890109890500e+00,3.795282053841560099e+01
1.098901098901098905e+01,4.200668422806740665e+01
1.208791208791208938e+01,4.266224227361023935e+01
1.318681318681318793e+01,4.350893683354289720e+01
1.428571428571428648e+01,4.899932485690043649e+01
1.538461538461538680e+01,5.194674548831797267e+01
1.648351648351648535e+01,4.941609999286659161e+01
1.758241758241758390e+01,5.039147849208995211e+01
1.868131868131868245e+01,5.537953229198907223e+01
1.978021978021978100e+01,5.800033017009933189e+01
2.087912087912087955e+01,5.715193846548907430e+01
2.197802197802197810e+01,6.147447533531843078e+01
2.307692307692308020e+01,6.233797407595152151e+01
2.417582417582417875e+01,6.138980832345951200e+01
2.527472527472527730e+01,6.379424839240559919e+01
2.637362637362637585e+01,6.595696939199237363e+01
2.747252747252747440e+01,7.266920411022128690e+01
2.857142857142857295e+01,7.169542095153836669e+01
2.967032967032967150e+01,7.391229765241294558e+01
3.076923076923077360e+01,7.671660665730861695e+01
3.186813186813187215e+01,7.742759480920173587e+01
3.296703296703297070e+01,8.152287739001066313e+01
3.406593406593406570e+01,8.275960881801540836e+01
3.516483516483516780e+01,8.219820676438250473e+01
3.626373626373626990e+01,8.379169770527637695e+01
3.736263736263736490e+01,8.923374380474875522e+01
3.846153846153846700e+01,8.744640485197074042e+01
3.956043956043956200e+01,9.244334615065722005e+01
4.065934065934066410e+01,9.410254539407191032e+01
4.175824175824175910e+01,9.421797968449634197e+01
4.285714285714286120e+01,9.839195909254620176e+01
4.395604395604395620e+01,9.530815360386482382e+01
4.505494505494505830e+01,9.721049155237109574e+01
4.615384615384616041e+01,1.026705822357134252e+02
4.725274725274725540e+01,1.056725495444409262e+02
4.835164835164835750e+01,1.031551640031914303e+02
4.945054945054945250e+01,1.057193693353157897e+02
5.054945054945055460e+01,1.099690151120067725e+02
5.164835164835164960e+01,1.087880165463188149e+02
5.274725274725275170e+01,1.138785564899841916e+02
5.384615384615385381e+01,1.144642728716959112e+02
5.494505494505494880e+01,1.174906600156515708e+02
5.604395604395605091e+01,1.184040144286804406e+02
5.714285714285714590e+01,1.174032373094616446e+02
5.824175824175824800e+01,1.203546086320008897e+02
5.934065934065934300e+01,1.243303514003289507e+02
6.043956043956044510e+01,1.234698547080165127e+02
6.153846153846154721e+01,1.276160848981893849e+02
6.263736263736264220e+01,1.273115738930698768e+02
6.373626373626374431e+01,1.286684987581839437e+02
6.483516483516484641e+01,1.312894417549971422e+02
6.593406593406594141e+01,1.347421208769885936e+02
6.703296703296703640e+01,1.392215679038097846e+02
6.813186813186813140e+01,1.415197605980869753e+02
6.923076923076924061e+01,1.405613121930451257e+02
7.032967032967033560e+01,1.423271556141581584e+02
7.142857142857143060e+01,1.452523056146755778e+02
7.252747252747253981e+01,1.452443512753285120e+02
7.362637362637363481e+01,1.458703037230031327e+02
7.472527472527472980e+01,1.473395730113416846e+02
7.582417582417582480e+01,1.527270508180058357e+02
7.692307692307693401e+01,1.556428261386977567e+02
7.802197802197802901e+01,1.566589251593644576e+02
7.912087912087912400e+01,1.584161007263527381e+02
8.021978021978023321e+01,1.589210400349971053e+02
8.131868131868132821e+01,1.621813302589553984e+02
8.241758241758242320e+01,1.613648591030556645e+02
8.351648351648351820e+01,1.659375690912249866e+02
8.461538461538462741e+01,1.670238942386719430e+02
8.571428571428572241e+01,1.702054079333886705e+02
8.681318681318681740e+01,1.681449587176331306e+02
8.791208791208791240e+01,1.741576805504033985e+02
8.901098901098902161e+01,1.754421335441414840e+02
9.010989010989011661e+01,1.773572841658618131e+02
9.120879120879121160e+01,1.780361441725254963e+02
9.230769230769232081e+01,1.827752436852817652e+02
9.340659340659341581e+01,1.800123745148179353e+02
9.450549450549451080e+01,1.824534631172575416e+02
9.560439560439560580e+01,1.838934078842376891e+02
9.670329670329671501e+01,1.846846177082564964e+02
9.780219780219781001e+01,1.916875644084519479e+02
9.890109890109890500e+01,1.886124893639129425e+02
1.000000000000000000e+02,1.936432976307165745e+02
6.308467036315133214e+01,1.982517705968491839e+02
3.779419318964025365e+01,7.380119554777688506e+01
1.324101108639652580e+00,1.540491987652856096e+02
8.422194118509256100e+01,1.919168006206587336e+02
3.849377460624443614e+01,1.472073737849583779e+02
5.516658450763542731e+01,8.159156713002951733e+01
7.105381400635508271e+01,1.978744506600730801e+02
6.752788507190294354e+01,1.546631795662502782e+02
6.945646647724453260e+01,5.007752147883734750e+01
3.424567678620005040e+01,1.729924829367404868e+02
4.123905636723605994e+01,1.597288234882772997e+02
2.397909655400751916e+01,8.288890554781316666e+01
9.688359761913748969e+01,4.203946263275327766e+01
2.885570076148819041e+01,1.496452593851911672e+02
1.473116126940514548e+01,1.775148683627647301e+02
1.293404398532578270e+01,7.741577362332735390e+01
