8.216274771427758594e+01,7.224982125000151711e+01
3.797701279475220559e+01,1.087886217872020289e+01
9.370147199892566903e+01,1.077445561869418071e+02
4.774756463808055429e+01,1.031537115997114142e+02
1.176344811327265916e+02,3.435132879407009199e+01
9.340098374640928114e+01,4.797018983710088946e+01
3.652951822516870095e+01,8.675729709598266481e+01
1.446201815892683555e+02,4.697481751266460748e+01
3.078131985381945412e+01,6.263469205513138860e+01
1.161031535960011780e+02,4.470409790132580952e+01
1.032454857423748251e+02,7.124004605369391641e+01
4.131000612499680358e+01,7.557243471065816287e+00
3.076539308758892943e+01,1.110215892776049174e+02
8.218869535856698860e+01,7.310954765965708191e+01
1.082330747221364362e+02,7.560115636744578183e+01
1.206273251073306341e+02,1.119583241902032142e+02
7.580587428951956497e+01,4.399726954305214122e+01
1.398860227200849238e+02,5.960473984710625217e+01
1.146126912260259019e+02,1.130998407313618088e+02
7.371371215515662811e+01,1.136451277964023774e+02
4.815210027069454668e+01,5.098282522289256491e+00
9.362392064018280280e+01,1.149210706504857171e+02
4.980969855047789707e+01,2.708905586539710342e+01
1.126604411378739741e+02,2.975502507339453828e+01
1.061501963873206478e+02,6.819219028904558400e+01
1.028019558581060409e+02,7.168479303342803632e+01
3.796869079873339814e+01,1.727432181610224049e+01
1.028775996172139600e+02,2.180530979065981256e+01
9.349575534180843306e+01,2.157917179737918190e+01
4.073478799340672651e+01,1.214231808111502353e+01
6.392063381333458949e+01,1.055403755274306832e+02
1.351173548770827608e+02,7.505436689639211068e+01
7.383817684046390184e+01,7.804070287343205337e+01
7.407755225149500689e+01,1.357842096107453322e+01
2.622375677835007934e+01,6.554012742706058248e+01
1.131638971212499598e+02,9.310703682073226162e+01
1.024446443397146140e+02,5.929833042895797490e+01
1.095741917915877366e+02,3.443735691690994827e+01
1.000937510586792882e+02,7.171675278652048746e+01
1.238121261168810179e+02,2.418769856590510514e+01
1.096996034945394456e+02,9.403276795558458900e+01
1.049793544234858729e+02,6.914854214735058235e+01
1.466909025029119391e+02,4.376339672378844625e+01
6.740373466674169833e+01,2.583978506146139154e+01
1.730980389738274638e+01,9.613645461932955527e+01
3.050642107235671574e+01,6.288673192403352630e+01
1.012239074293815975e+02,5.357647202255260765e+01
1.523468878897269896e+01,8.812665652284921691e+01
6.736659058202356221e+01,6.604110961910826916e+01
1.014558128534182373e+02,9.036467663032955500e+01
1.099567684670795842e+02,5.138061281673917335e+01
8.028794095101012829e+01,3.070653605866272784e+01
1.432504702706316095e+02,5.342324590871979950e+01
5.291357769017305657e+01,9.750453017673063272e+00
1.385957217156072545e+02,6.007868253843030715e+01
9.684238403843013998e+01,1.186822830511124067e+02
1.092677608849650426e+02,5.692509174998263433e+01
1.263752899489589794e+02,1.047737388442291149e+02
4.192498426289254354e+01,9.281892247884107405e+01
1.157200686101779041e+02,5.955319526569105193e+01
4.093227508934850789e+01,7.870579817123194744e+01
1.266870582425718368e+02,5.918373740707203723e+01
7.938260469366829852e+01,4.470596401484612414e+01
4.733079245368816146e+01,7.312527943558085042e+01
6.489404622672287815e+01,7.833658755815125119e+01
7.084919495474832729e+01,4.275351203793284327e+01
3.191182971683444336e+01,1.105160227419574284e+02
2.561429618616530490e+01,5.438922949315351474e+01
1.026431407036309764e+02,1.624602259453678954e+01
1.400240825165473950e+02,3.056454441975762037e+01
1.094487599238483853e+02,2.127509100907166584e+01
9.483283153157712775e+01,1.143163677713050959e+02
1.121903999906846678e+02,4.246658733524512286e+01
1.275544172489021975e+02,8.553205635209111790e+01
5.538863413715783679e+01,9.984971347937889163e+01
4.412755455991496234e+01,8.799103857109837179e+01
1.797261781680481718e+01,9.405175425428924996e+01
5.398740610427174857e+01,6.572566478628456821e+01
1.147500709181023382e+02,1.333304494979463470e+02
1.840189352300961900e+01,9.968770014526620571e+01
1.809510260143654818e+02,1.257876600264847582e+02
2.607952421209300837e+02,1.960654597688910883e+02
2.727147572899956458e+02,2.246840254114608797e+02
1.542936669461824977e+02,1.402905714626411395e+02
2.603878213108487216e+02,1.643659933445178467e+02
2.463619153596444562e+02,2.113823149745430783e+02
2.692466644188847340e+02,1.345709799004477247e+02
2.396212721273157911e+02,2.252857768442920587e+02
2.149925911022091896e+02,2.654095625534195051e+02
1.465769541788683625e+02,2.753032206538632067e+02
1.818626471237018905e+02,2.150110977721030849e+02
2.275745550720383221e+02,2.699128638688126216e+02
2.053353215306481161e+02,1.979654751475139847e+02
2.639857724541022890e+02,1.537067514888271944e+02
