load,grain,heat,humidity,speed,stretch
1.8267565599574231,-0.33385764959604597,-0.561964433160084,-2.76557988458826,0.5132483569600516,21.372
-3.0783319101980338,0.16878901202783902,-0.11492392503658415,2.406004017994612,0.5062864742333132,-21.5343
0.9580639753088469,0.43750356941591434,-0.5088387833742224,-0.9668239969382985,1.6270679757937898,7.623
0.06963722766094482,-0.5175598189640513,-0.4966176903074397,-1.0953117088306557,1.0900311636928335,8.6803
1.3182500241810684,-0.1254808017163256,1.6329958187474496,-0.7090143132786126,-0.21503147527310806,14.7805
0.385629249998389,0.09393626721952818,0.8093201531403625,-0.5345151233336297,-1.3150928010369969,7.8106
1.8272586275861753,0.6600291391723005,1.3539256207478638,1.383168065797208,-0.3522019968911484,12.8581
0.0317437591517664,0.22660307130794458,-0.4667532735677117,-2.3014845554479453,0.8195850143838621,1.9116
-0.5162294444924808,0.2360398335865409,-1.7064491911869943,0.6056664536975516,1.3168208205903507,-1.7343
0.5804849213397179,0.4526379254511009,-0.3444546182709137,1.3253849212868116,3.026092421113508,4.7138
0.43210686133773885,-0.3192278810307678,0.5519288201677657,1.1543794853645413,2.408636350823785,8.73
-0.35683935740335093,0.34548914341927406,-0.45559434555100997,0.6937899558875842,1.1774173196231499,-1.3831
-0.24730382198818454,-0.742755054395803,0.21698548408209126,0.9759087336092984,0.011560811140196938,4.8709
0.7194406781853278,-1.8258567082044714,-0.9133483689626685,-0.36967124168322724,-0.4421345809153074,20.5844
0.7043159938619936,0.3977758666320973,0.5274308408677928,-0.7063873870260396,-0.32970214161203704,6.3544
-0.4939342302351804,-1.9598420975538728,-0.39463195473239027,-0.6422847188983406,-1.9810698257996897,11.4403
-0.3677137240199963,-0.1646690377145798,0.03797003146823151,-1.7723320632951385,0.37538002513580887,0.0764
-1.8067903895865323,1.5149200346460965,0.6969019486651882,0.9852070043950227,-0.3072348551674709,-23.3406
1.6792074674884705,0.707718681856061,-0.6944564759779418,-0.04352861912193672,-0.7831155273683715,10.7407
-0.2242908783928769,-1.024963118023412,-1.0224967050248315,0.3690893008714221,-0.047175185748813665,7.6709
1.337277430495411,0.7204521176889646,-0.7737802353992825,1.5166876914745422,-0.20168358388046118,7.9477
0.4174655938071864,0.22499940588792916,0.6035006474891892,1.4003154022575965,-1.012610901792264,6.2044
1.9439627746249157,-0.8434364201086116,-0.2995581632406948,0.5798710439024674,0.619930296705017,25.5061
