m0,m1,m2,m3,m4,conf,treat,y,group,hit
0.03419276725318417,-0.110513580418376,-1.501410961591163,-0.498813093015336,-0.5811995218737466,0.16033832535726192,0.0,-0.11375126724533363,0,0
1.3597475403099617,0.9352848902653501,-0.02621521857914977,1.2539160082061505,1.152769177263332,-2.191767827066134,0.0,-3.228159752604017,1,0
1.2247210785859324,0.729023302168323,1.8977528067602378,-0.06125355290061174,2.0779691743699047,-0.16635220899478662,0.0,0.5141761694624446,4,0
-0.5103070767876675,-1.3824286179806502,-0.4496373356954152,0.17285218722805062,-0.9449029501557867,1.0457269239076579,1.0,3.919492590473632,2,1
-0.2979695111064471,-0.9505624400166863,-1.3165655256465232,0.7234217398789058,0.5234117582679971,0.32695705095957117,1.0,3.21624191342096,2,0
-0.5273841930334252,-0.7158712994527316,-0.02419016910424876,-1.3421836155301554,-0.6452222404741218,-0.39936980218602947,1.0,1.9950084997256927,0,0
0.5697263575719601,0.8562787980170179,2.087533658695679,0.3974863749423133,0.045803838072442205,-0.8835865308662197,0.0,-0.666565039567069,2,1
-0.056064439045617594,-1.1305139505686734,-2.8917496660618687,-0.9105037449856146,-0.47007827604955443,-0.5152597025238264,0.0,-0.1987581338912522,4,0
0.7468856162565439,1.7852628686945695,2.521753009015092,0.18394459146862513,0.6917039793858012,-0.09286399675587678,0.0,-0.7059610165547548,4,0
-1.8473247989741095,-1.8504572932227383,-2.7678329860604656,-1.8159752741896322,-2.369879312584022,-1.5757068945458645,0.0,-1.1333719443151105,5,1
1.5665487746995206,1.9730786427622626,2.0374426496616223,1.0614676033364763,0.33383793217277924,-1.6854347361928317,0.0,-0.7070936596900601,1,0
-0.09643216015562055,-0.8371402154296048,-0.40612415698227433,0.9025714569980976,-0.472641180976116,-0.2458418607089979,0.0,-0.5196072203232697,3,1
0.6803784532741461,-0.34858730493721457,-0.6505610570112421,-0.31459842948688665,0.9096118093577847,-1.8909892134203314,0.0,-1.4644400858179365,2,0
-0.13656633397682774,0.779046008928296,1.4841836368634722,-1.2991296446976137,1.7732130197065306,-0.6667288500652886,0.0,-1.0660060084132774,0,0
-0.3790985670748533,0.13795359523218376,-0.01087024009711697,-0.05952860162834839,-0.7727744957579099,0.14896692672692674,1.0,2.6793566652451593,3,1
0.46311015859758675,-1.1386681431220795,-1.0261045885572546,-0.5348638068129137,0.08751697946759457,0.7152860128156276,1.0,2.5553806809900395,2,0
0.824513527530113,1.0989820706024611,0.5614793726861087,1.2850844210278205,0.38691246317622446,-0.7610006063645448,0.0,-2.037340336968843,2,1
-0.20252987069345152,-1.4391941736045366,-3.114409468470889,-1.2763957910829702,-0.07071559017200649,-0.6053511632042139,0.0,-0.4997356795420429,0,0
-0.15278617857019708,0.23374820876220206,0.20530288031712698,-0.07899063052002335,2.3867748969735696,0.22330982856220633,0.0,0.2673453074773373,4,0
0.685698610809258,1.2056511903391627,0.8388038680853696,0.7129416009251597,0.46662730657387214,-0.016374654069476628,0.0,0.6370646260369278,3,0
-0.8703406419471712,-0.7295219509303638,-1.808820812611228,-0.7949677210495197,-1.373253722305133,0.4290305095660593,1.0,1.989374818860007,3,0
-1.5143835037313955,-1.5387763674658976,-1.2047983887678797,-2.6535435708263515,-0.9140605563588746,0.9550933843084984,1.0,2.5480805580245733,0,0
0.39498186274953,0.2007825774653653,-0.6427541443302502,0.7600370202885276,0.15021822926138664,-0.01366783648996058,0.0,-0.11844760348423548,1,0
-0.6705658236878794,-0.6157427596318338,-0.06518039392900649,0.26253644156592526,0.31490074036712745,-0.41625642649304917,0.0,0.5697603946420402,4,0
-1.9203405901180286,-2.284947473990791,-0.8223620644768943,-0.9850148073574935,-1.1776408617027785,-0.05483315518967988,1.0,1.6834315437323428,4,1
-0.8140536639453595,-0.3524055980861309,0.4429514324433317,-0.6070514409833312,-0.9963893644977042,1.6711061035380927,1.0,4.364192044795394,2,0
-0.467597558892747,-0.8713150411090942,-0.1302218044990321,0.8948429199253166,0.1361506051550755,0.5386799875803535,1.0,3.017232912837979,2,0
-1.1932024774322612,-2.378384807031167,-2.1118059143560273,-2.0618084931869642,0.17232808156262513,0.2977154158239554,1.0,2.6018105472553645,5,0
-1.4924638840630338,-1.022756268830902,0.425344612406677,-1.1467795046990739,-1.6456224323770146,-0.6780745836721299,0.0,-0.9123589881257859,3,0
0.03663782694480509,1.4430709873771028,1.3590379523259803,0.5556287732283507,1.0593287112379675,-1.9092208693805188,0.0,-2.2705929579867683,5,0
0.8972492567277476,1.6053301221443523,-1.003534076360096,0.06406654928178257,1.2856152277755075,0.6515525652816127,0.0,1.4026047091854632,2,0
-0.23313207796045685,-0.3291603805052349,-1.032882947248292,-0.07175578159453874,-1.024873511929191,-0.41073622876386284,1.0,1.0771140620209458,4,1
-0.7435960295088448,-1.2118107649368013,-0.8781453744685636,0.030180497565850728,-0.8638936056770108,0.236017047788045,1.0,0.27481182629116585,3,0
0.3849938087479083,-0.07554385368308209,0.49428652107594234,0.06566954683828047,-0.003494586375347941,0.06627382866384388,1.0,2.360399623012689,2,1
0.7172358071943838,1.6742322730112793,1.479572313172681,-0.6340667393466531,1.2419595454077772,-0.7662813071269454,0.0,0.055326988883233064,1,0
-0.3000105984884774,0.35231154024330663,0.8365965492717782,-1.0947632083265406,-0.5965891959763578,1.2163683449778422,1.0,4.206271355113491,0,0
0.5446678079208929,-0.20830515334134875,0.6103586519389619,-0.4285641990215962,2.1665270391883267,0.7225314027937025,0.0,0.38624972566005833,4,0
1.0428754765829538,1.0816642560778407,-0.952409936654821,2.563885192007491,-0.028945834717015728,0.40416672167952405,1.0,3.350105358065247,4,0
-0.20695643620832396,1.0191192563283118,0.49857924029626993,-0.3934892315865706,-1.2382737515533297,-1.5623189551706,0.0,-1.225133095914451,3,1
-0.8135155419815723,-0.6145975424880936,-0.994087231292818,-1.3738305683520373,0.4589317460619181,-0.0037486007242425296,1.0,1.7056442183580454,0,1
0.3476505985155095,0.4108669982430927,-0.8454068022847739,-1.0555240917703008,0.6353613070700261,-0.044993129167507175,0.0,-0.17019398464047342,3,0
0.24754574096284754,-0.2144688551694906,-1.5911281607119632,1.3790148908319781,0.13958929131614745,0.38987044108714203,0.0,0.6375016841892052,4,0
1.0988127684144084,-0.373316051232613,0.2514947019484867,1.0836820296390057,1.8750209855757132,0.42311948060041715,1.0,2.9915038403035106,3,1
-1.284580778805345,-0.38021478429500155,-0.33954907087360964,-0.8551244925641361,-2.324305703061396,0.3742968370909204,1.0,2.4683728988142417,2,0
